id,code,AggIndex,SMILES,inventor,color_in_powder,patent,reference,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,corresponding_author,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,report_year,application1,application2,application3,application4,pka,comment,doi,tested_solvent
80,IQ-TPA-Oley,80,F[B-](F)(F)F.CCCCCCCC/C=C\CCCCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc7)c7c1,JIANG Meijuan,orange,,,862.9486,450,630,600,600,,,,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
81,IQ-DMA,81,F[B-](F)(F)F.CCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(C)C)cc4)c4c1,JIANG Meijuan,yellow,,,454.3196,396,472,507,,,,0.1,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
82,IQ-DPA-MePh,82,CCC[n+]1c(c2ccccc2)c(C)c(cc(N(c3ccccc3)c4ccccc4)cc5)c5c1.F[B-](F)(F)F,JIANG Meijuan,yellow,,,516.3906,400,559,520,576,,,0.033,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
83,IQ-DPA-Naph,83,F[B-](F)(F)F.CCC[n+]1c(c2c3ccccc3ccc2)c(c4cccc5ccccc45)c(cc(N(C6=CC=CC=C6)C7=CC=CC=C7)cc8)c8c1,JIANG Meijuan,yellow,,,678.5816,409,573,520,589,,,0.25,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
84,IQ-DPA-Ph,84,FB(F)F.N(c1ccccc1)(c2ccccc2)c3ccc4c[n+](c5ccccc5)c(c6ccccc6)c(c7ccccc7)c4c3.[F-],JIANG Meijuan,yellow,,,612.4786,414,580,594,594,,,0.9,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
85,IQ-DPA-C6,85,CCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(c4ccccc4)c5ccccc5)cc6)c6c1.FB(F)F.[F-],JIANG Meijuan,yellow,,,620.5426,406,530,530,,,,0.28,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
86,IQ-DPA-C10,86,CCCCCCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(c4ccccc4)c5ccccc5)cc6)c6c1.FB(F)F.[F-],JIANG Meijuan,yellow,,,676.6506,406,560,530,,,,0.22,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
87,AIE-SRS-Mito,87,CC[n+]1ccc(c2ccc(/C(C#N)=C/c3ccc(C#Cc4ccccc4)cc3)cc2)cc1.F[P-](F)(F)(F)(F)F,JIANG Meijuan,yellow,,,556.4922,378,500,,,,,,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
88,TA-DTPE,88,CCN(CC)c1ccc(/C(c2ccc(N(CC)CC)cc2)=C(c3ccc(C#CC#CC#CC#Cc4ccc(/C(c5ccccc5)=C(c6ccc(N(CC)CC)cc6)/c7ccc(N(CC)CC)cc7)cc4)cc3)/c8ccccc8)cc1,ZHAO Zheng,red,,,1043,475,,630,,,,0.05,,,,,,,AIE,TICT,1,,,,,,,,,,,,,,,,,,,,,,,
89,TP-TPDI-1,89,O=C(c1ccc(c2ccc(C(N(CC(CCCC)CC)C3=O)=O)c4c3ccc5c24)c6c5c(c7ccc(/C(c8ccc(c9cc(C(N(CC(CCCC)CC)C%10=O)=O)c%11c%10ccc%12c%11c9c%13c%14c%12ccc(C(N(CC(CCCC)CC)C%15=O)=O)c%14c%15cc%13)cc8)=C/c%16ccc(c%17cc%18c%19c(C(N(CC(CC)CCCC)C%18=O)=O)ccc%20c%19c%17c%21ccc(C(N(CC(CC)CCCC)C%22=O)=O)c%23c%22ccc%20c%21%23)cc%16)cc7)cc%24c61)N(CC(CCCC)CC)C%24=O,ZHAO Zheng,red,,,2094,545,660,680,,,,0.3,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
90,TP-TPDI-2,90,O=C(c1ccc(c2ccc(C(N(CC(CCCCCCCC)CCCCCC)C3=O)=O)c4c3ccc5c24)c6c5c(c7ccc(/C(c8ccc(c9cc(C(N(CC(CCCCCC)CCCCCCCC)C%10=O)=O)c%11c%10ccc%12c%11c9c%13c%14c%12ccc(C(N(CC(CCCCCCCC)CCCCCC)C%15=O)=O)c%14c%15cc%13)cc8)=C/c%16ccc(c%17cc%18c%19c(C(N(CC(CCCCCCCC)CCCCCC)C%18=O)=O)ccc%20c%19c%17c%21ccc(C(N(CC(CCCCCCCC)CCCCCC)C%22=O)=O)c%23c%22ccc%20c%21%23)cc%16)cc7)cc%24c61)N(CC(CCCCCCCC)CCCCCC)C%24=O,ZHAO Zheng,red,,,2767,545,660,680,,,,,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
91,,91,O=C(c1ccc(c2ccc(/C(c3ccc(c4c5cccc6c5c(C(N(CCCCCC)C6=O)=O)cc4)cc3)=C/c7ccc(c8c9cccc%10c9c(C(N(CCCCCC)C%10=O)=O)cc8)cc7)cc2)c%11cccc%12c%111)N(CCCCCC)C%12=O,ZHAO Zheng,yellow,,,1094,375,500,530,500,,,0.3,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
92,,92,c1(/C(c2ccccc2)=C(c3ccc(C4=CC=C(c5ccc(/C(c6ccccc6)=C(c7ccccc7)\c8ccccc8)cc5)O4)cc3)/c9ccccc9)ccccc1,ZHAO Zheng,,,,,370,,520,490,,,0.5,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
93,,93,c1(/C(c2ccccc2)=C(c3ccc(C4=CC=C(c5ccc(/C(c6ccccc6)=C(c7ccccc7)\c8ccccc8)cc5)S4)cc3)/c9ccccc9)ccccc1,ZHAO Zheng,,,,,370,,520,490,,,0.18,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
94,,94,O=C(OC1=C(I)C=C(I)C=C1I)c2ccc(/C(c3ccccc3)=C(c4ccccc4)/c5ccccc5)cc2,ZHAO Zheng,,,,,370,,470,470,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
95,,95,O=C(c1cccc2c(c3ccc(/C=C(c4ccc(OC)cc4)/c5ccc(OC)cc5)cc3)ccc6c21)N(CCCCn7nc[n+](Cc8ccc(F)cc8F)c7)C6=O,ZHAO Zheng,,,,,385,,570,570,,,,,,,,,,AIE,ICT,0,,,,,,,,,,,,,,,,,,,,,,,
96,,96,O=C(c1cccc2c(N(c3ccccc3)c4ccc(/C(c5ccccc5)=C(c6ccccc6)/c7ccccc7)cc4)ccc8c21)N(CCCCCC)C8=O,ZHAO Zheng,,,,,465,,585,585,,,0.2,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
97,,97,O=C(c1cccc2c(N(c3ccccc3)c4ccc(/C(c5ccccc5)=C(c6ccccc6)/c7ccccc7)cc4)ccc8c21)N(CCCCCCN=[N+]=[N-])C8=O,ZHAO Zheng,,,,,465,,585,585,,,0.2,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
98,,98,O=C(c1cc(c2ccc(/C=C(c3ccccc3)/c4ccccc4)cc2)c(c5ccc(C(N(CC(CC)CCCC)C6=O)=O)c7c6ccc8c57)c9c8ccc%10c91)N(CC(CC)CCCC)C%10=O,ZHAO Zheng,red,,"J. Mater. Chem. B, 2016, 4, 5510",868,545,650,675,,,,0.11,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
99,,99,c%11ccc(/C(=C(c1ccccc1)\c9ccc(c8cc(CN4Cc2cccc[n+]2[Zn][n+]3ccccc3C4)cc(CN7Cc5cccc[n+]5[Zn][n+]6ccccc6C7)c8)cc9)c%10ccccc%10)cc%11,LEUNG Chun Sing,blue,,,961.84,325,,,478,,,,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
100,,100,c12nc(c3ccccc3)c(c4ccccc4)nc1c(c5ccc(/C(c6ccccc6)=C(c7ccccc7)/c8ccccc8)cc5)sc2c9ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)/c%12ccccc%12)cc9,QI Ji,red,,,917.1,492,670,,,,,0.14,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
101,,101,c12nc(c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)c(c7ccc(/C(c8ccccc8)=C(c9ccccc9)\c%10ccccc%10)cc7)nc1c(c%11ccc(/C(c%12ccccc%12)=C(c%13ccccc%13)/c%14ccccc%14)cc%11)sc2c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)/c%18ccccc%18)cc%15,QI Ji,red,,,1069.3,512,674,,,,,0.1,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
102,,102,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccccc3)/c4ccc(c5sc(c6ccc(/C(c7ccccc7)=C(c8ccc(OC)cc8)/c9ccc(OC)cc9)cc6)c%10nc(c%11ccccc%11)c(c%12ccccc%12)nc%105)cc4)cc1,QI Ji,red,,,1578,517,677,,,,,0.18,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
103,,103,COc1ccc(cc1)C(=C(c1ccccc1)c1ccc(cc1)-c1sc(c2N=S=Nc12)-c1ccc(cc1)C(=C(c1ccc(OC)cc1)c1ccc(OC)cc1)c1ccccc1)c1ccc(OC)cc1,QI Ji,blue,,,922.3,615,800,,,,,0.07,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
104,,104,CCCCCCCCN1c2ccc(c3c4nsnc4c(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc3)cc2Sc8cc(c9ccc(c%10ccc(N(c%11ccccc%11)c%12ccccc%12)cc%10)c%13nsnc%139)ccc18,QI Ji,red,,,1065.4,495,662,,,,,0.26,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
105,,105,c12nc(c3ccccc3)c(c4ccccc4)nc1c(c5ccc(N(c6ccccc6)c7c8ccccc8ccc7)cc5)c9nsnc9c2c%10ccc(N(c%11cccc%12ccccc%11%12)c%13ccccc%13)cc%10,QI Ji,blue,,,926.3,610,810,,,,,0.14,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
106,,106,c1(/C(c2ccccc2)=C(c3ccccc3)/c4ccc(/C=C/c5ncccc5)cc4)ccccc1,FENG Xing,,,,435,,488,488,488,,,,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
107,,107,N#C/C(C#N)=C1C=C(C=Cc2ccc(N(c3ccc(c4ccc(/C(c5ccccc5)=C(c6ccccc6)/c7ccccc7)cc4)cc3)c8ccc(c9ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)/c%12ccccc%12)cc9)cc8)cc2)OC(/C=C/c%13ccc(N(c%14ccc(c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)/c%18ccccc%18)cc%15)cc%14)c%19ccc(c%20ccc(/C(c%21ccccc%21)=C(c%22ccccc%22)/c%23ccccc%23)cc%20)cc%19)cc%13)=C\1,ALEC,Yes,TTC.PA.0961,,2003.8378,500,668,,675,,0.009,,0.056,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
108,CSPP-NHS,108,C[N+](CC1)(C)CCN1c2ccc(/C=C(C#N)/c3ccc(c4cc[n+](CCCC(ON5C(CCC5=O)=O)=O)cc4)cc3)cc2,SHI Xiujuan,red,,,833.1,395,640,610,620,,,,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
109,CSMPP,109,CN(CC1)CCN1c2ccc(/C=C(C#N)/c3ccc(c4ccncc4)cc3)cc2,SHI Xiujuan,orange,TTC.PA.0847,"Chem. Commun., 2015, 51, 9022",380.2,395,,,,,,,,,,,,,AIE,ICT,1,,,,,,,,,,,,,,,,,,,,,,,
110,TPE-Py-NCS,110,S=C=NCCCC[n+]1ccc(/C=C/c2ccc(/C(c3ccccc3)=C(c4ccccc4)/c5ccccc5)cc2)cc1.F[P-](F)(F)(F)(F)F,Zhang Weijie / Chen Yilong,yellow,,,694,397,638,,598,,,,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
111,,111,S=C(n1ccnc1)SCc2ccc(/C(c3ccccc3)=C(c4ccccc4)\c5ccccc5)cc2,LIU Shunjie,yellow,,,488,310,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
112,,112,CCOC(SCc1ccc(/C(c2ccccc2)=C(c3ccccc3)\c4ccccc4)cc1)=S,LIU Shunjie,yellow,,,466,310,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
113,,113,S=C(SCCCCCCCCCCCC)SCc1ccc(/C(c2ccccc2)=C(c3ccccc3)\c4ccccc4)cc1,LIU Shunjie,yellow,,,622,310,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
114,,114,S=C(n1c2ccccc2c3ccccc13)SCc4ccc(/C(c5ccccc5)=C(c6ccccc6)\c7ccccc7)cc4,LIU Shunjie,yellow,,,587,310,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
115,,115,S=C(N(c1ccccc1)c2ccccc2)SCc3ccc(/C(c4ccccc4)=C(c5ccccc5)\c6ccccc6)cc3,LIU Shunjie,yellow,,,589,310,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
116,,116,S=C(N(c1ccccc1)c2c3ccccc3ccc2)SCc4ccc(/C(c5ccccc5)=C(c6ccccc6)\c7ccccc7)cc4,LIU Shunjie,yellow,,,652,310,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
117,,117,S=C(SCc1ccc(/C(c2ccccc2)=C(c3ccccc3)/c4ccccc4)cc1)SCc5ccc(/C(c6ccccc6)=C(c7ccccc7)\c8ccccc8)cc5,LIU Shunjie,yellow,,,798,310,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
118,,118,CC1=CC(C)=[N+]2[B-]3(Oc4ccc5ccccc5c4c6c7ccccc7ccc6O3)n8c(C)cc(C)c8C(c9c(OC)ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)\c%12ccccc%12)c9)=C12,FENG Haitao,white,,,854.4,512,538,550,550,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
119,,119,Oc1ccc(c2nc(c3ccc(O)cc3)c(c4ccc(O)cc4)nc2c5ccc(O)cc5)cc1,FENG Haitao,white,,,448.1,345,425,430,430,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
120,,120,Cc1nc(Oc2ccc(c3nc(c4ccc(Oc5nc(C)nc6n5)cc4)c(c7ccc(Oc8nc(C)nc9n8)cc7)nc3c%10ccc(Oc%11nc(C)nc%12n%11)cc%10)cc2)nc(Oc%13ccc(c%14nc(c%15ccc(O6)cc%15)c(c%16ccc(O9)cc%16)nc%14c%17ccc(O%12)cc%17)cc%13)n1,FENG Haitao,yellow,,,1852.6,365,397,425,425,,,0.11,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
121,,121,O=c1c2cc(c3ccc(N(C)C)cc3)ccc2sc4ccc(c5ccc(N(C)C)cc5)cc41,RASHID,yellow,,,450.6,344,572,,508,,,0.13,,,,,,,AIE,ICT,0,,,,,,,,,,,,,,,,,,,,,,,
122,,122,O=c1c2cc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)ccc2sc6ccc(c7ccc(N(c8ccccc8)c9ccccc9)cc7)cc61,RASHID,pink,,,450.6,353,483,,544,,,0.0565,,,,,,,AIE,ICT,0,,,,,,,,,,,,,,,,,,,,,,,
123,,123,N#C/C(C#N)=C1c2cc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)ccc2Sc6c\1cc(c7ccc(N(c8ccccc8)c9ccccc9)cc7)cc6,RASHID,red,,,746.9,482,452,,660,,,0.36,,,,,,,AIE,ICT,0,,,,,,,,,,,,,,,,,,,,,,,
124,,124,O=S(c1c2cc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc1)(c6ccc(c7ccc(N(c8ccccc8)c9ccccc9)cc7)cc6/C2=C(C#N)\C#N)=O,RASHID,red,,,778.9,480,425,,667,,,0.0198,,,,,,,AIE,ICT,0,,,,,,,,,,,,,,,,,,,,,,,
125,,125,c12nc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)c(c6ccc(N(c7ccccc7)c8ccccc8)cc6)nc1cc9nc(c%10ccc(N(c%11ccccc%11)c%12ccccc%12)cc%10)c(c%13ccc(N(c%14ccccc%14)c%15ccccc%15)cc%13)nc9c2,CHEN Ming,red,,,1155.4,520,615,,650,,,0.049,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
126,,126,c12nc(c3ccc(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc3)c(c7ccc(c8ccc(N(c9ccccc9)c%10ccccc%10)cc8)cc7)nc1cc%11nc(c%12ccc(c%13ccc(N(c%14ccccc%14)c%15ccccc%15)cc%13)cc%12)c(c%16ccc(c%17ccc(N(c%18ccccc%18)c%19ccccc%19)cc%17)cc%16)nc%11c2,CHEN Ming,red,,,1459.8,474,671,,639,,,0.08,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
127,,127,N#Cc1nc2nc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)c(c6ccc(N(c7ccccc7)c8ccccc8)cc6)nc2nc1C#N,CHEN Ming,red,,,668.8,573,900,,900,,,,,,,,,,AIE,ICT,0,,,,,,,,,,,,,,,,,,,,,,,
128,,128,O=C1c2cc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)ccc2S(c6c1cc(c7ccc(N(c8ccccc8)c9ccccc9)cc7)cc6)(=O)=O,RASHID,red,,,730.9,354,620,,660,,,0.4,,,,,,,AIE,ICT,0,,,,,,,,,,,,,,,,,,,,,,,
129,,129,c1([N]2=Cc3ccccc3O[Ir]24(n5ccccc5c6ccccc64)(c7ccccc78)n9c8cccc9)ccccc1,SONG Fengyan,red,,,711,,500,,597,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
130,,130,c1([N]2=Cc3ccccc3O[Ir]24(n5ccccc5c6ccccc64)(c7c8cccc7)n9c8cccc9)ccccc1,SONG Fengyan,yellow,,,711,,500,,597,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
131,,131,Fc1cc(F)cc2c1[Ir]3(n4c5cccc4)(n6ccccc62)(c7c(F)cc(F)cc75)Oc8ccccc8C=[N]3c9ccccc9,SONG Fengyan,yellow,,,783,250,,,570,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
132,,132,Fc1cc(F)cc2c1[Ir]34(n5c2cccc5)(n6ccccc6c7cc(F)cc(F)c74)Oc8ccccc8C=[N]3c9ccccc9,SONG Fengyan,orange,,,783,250,,,570,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
133,,133,Fc1c(N2c3ccccc3C(C)(C)c4ccccc42)c(C#N)c(Oc5ccc6ccccc6c5c7c(O8)ccc9ccccc79)c8c1C#N,SONG Fengyan,white,,,635.2019,,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
134,TPE-ring,134,c1(/C(c2ccccc2)=C(c3ccccc3)/c4ccc(B5OB(c6ccc(/C(c7ccccc7)=C(c8ccccc8)\c9ccccc9)cc6)OB(c%10ccc(/C(c%11ccccc%11)=C(c%12ccccc%12)\c%13ccccc%13)cc%10)O5)cc4)ccccc1,CHENG Yanhua,red,,,1074,,,,,,,,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
135,Startrek-1,135,c1(c2ccc(c(n3)c(c4ccc(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc4)nc8c3nsn8)cc2)ccc(N(c9ccccc9)c%10ccccc%10)cc1,Zhang Pengfei,black,,,776,450,,,670,,,0.03,,,,,,,AIE,ICT,,,,,,,,,,,,,,,,,,,,,,,,
136,Startrek-2,136,c1(c2ccc(c3nc4c(c5ccc(N(c6ccccc6)c7ccccc7)cc5)c8c(nsn8)c(c9ccc(N(c%10ccccc%10)c%11ccccc%11)cc9)c4nc3c%12ccc(c%13ccc(N(c%14ccccc%14)c%15ccccc%15)cc%13)cc%12)cc2)ccc(N(c%16ccccc%16)c%17ccccc%17)cc1,Zhang Pengfei,red,,,1312,610,670,,940,,,,,,,,,,AIE,ICT,,,,,,,,,,,,,,,,,,,,,,,,
137,Lyh40,137,N#C/C(C#N)=C1c2ccccc2CC\1=C/c3ccc(N(c4ccccc4)c5ccccc5)cc3,GAO Meng／SU Huifang,blue,,,435.174,517,420,671,680,,,0.042,,,,,,,AIE,neutral aromatic,0,,,,,,,,,,,,,,,,,,,,,,,
138,TPE-APT,138,Cc1nnn(Cc2ccc(/C(c3ccccc3)=C(c4ccccc4)\c5ccccc5)cc2)c1,LUO Fang,white,,,23759.3,310,,,420,,,,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
139,BB_067,139,c1(/C(c2ccc(C3=NN=NN3)cc2)=C(c4ccc(C5=NN=NN5)cc4)/c6ccccc6)ccccc1,XIE Sheng,white,,,468.18,,,480,,,,0.38,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
140,BB_062,140,c1(/C(C2=NN=NN2)=C(C3=NN=NN3)/c4ccccc4)ccccc1,XIE Sheng,white,,,468.18,,,480,,,,0.38,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
141,BB_068,141,c1(/C(c2ccc(C3=NN=NN3)cc2)=C(c4ccc(C5=NN=NN5)cc4)\c6ccccc6)ccccc1,XIE Sheng,yellow,,,316.11,,,450,,,,,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
142,BB_066,142,O=C(c1ccc(/C(c2ccccc2)=C(c3ccc(C(O)=O)cc3)\c4ccccc4)cc1)O,XIE Sheng,white,,,468.18,,,470,,,,,,,,,,,AIE,neutral aromatic,1,,,,,,,,,,,,,,,,,,,,,,,
143,Abeta-16,143,CN(C)c1ccc(/C(c2ccccc2)=C/c3cc(OC)c(/C=C(c4ccc(N(C)C)cc4)\c5ccccc5)cc3OC)cc1,XIE Sheng,yellow,,,420.02,,,,,,,,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
144,XS_025,144,N#C/C(c1c(C#N)cccc1)=C(/C/2=C(c3c(C#N)cccc3)/C#N)/C2=C(C#N)\c4c(C#N)cccc4,XIE Sheng,red,,,580.3,410,,527,527,,,,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
145,Bi_Tri_TPE,145,c1(/C(c2ccc([Bi](c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)c7ccc(/C(c8ccccc8)=C(c9ccccc9)/c%10ccccc%10)cc7)cc2)=C(c%11ccccc%11)/c%12ccccc%12)ccccc1,XIE Sheng,white,,,456.11,560,,,620,,,0.002,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
146,Bi_Tri_PhOMe,146,COc1ccc([Bi](c2ccc(OC)cc2)c3ccc(OC)cc3)cc1,XIE Sheng,white,,,1200.29,370,,,460,,,,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
147,Di_Hydrazone,147,O=C(N/N=C/c1ccc(/C=N/NC(c2ccccc2)=O)cc1)c3ccccc3,XIE Sheng,white,,,530.37,325,,,420,,,,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
148,Pyren-Sal,148,Oc1c(/C=N/c2c3ccc4cccc(c4c35)ccc5cc2)cccc1,ALAM,yellow,,,370.14,390,,,446,,,0.22,,,,,,,AIE,ESIPT,1,,,,,,,,,,,,,,,,,,,,,,,
149,DQ-1,149,Cc1cc2c(NC(c3ccccc3)(CCCC)C(c4ccccc4)=N2)cc1C,ALAM,yellow,,,368.22,410,530,535,540,,,0.13,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
150,DQ-2,150,Cc1cc2c(NC(c3ccc(C)cc3)(CCCC)C(c4ccc(C)cc4)=N2)cc1C,ALAM,green,,,396.25,410,525,530,528,,,0.11,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
151,DQ-3,151,CCCCC(C(c1ccc(C)cc1)=N2)(c3ccc(C)cc3)Nc4c2cccc4,ALAM,yellow,,,368.23,410,528,529,519,,,0.09,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
152,DQ-4,152,CCCCC(C(c1ccc(C2=CC=CC=C2)cc1)=N3)(c4ccc(C5=CC=CC=C5)cc4)Nc6c3cccc6,ALAM,red,,,492.25,420,532,528,541,,,0.04,,,,,,,AIE,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
153,Ir-bzqn-phen_1,153,Brc1ccc(c2nc3ccccc3n4c2c5ccc(Br)cc5[Ir]46n7c8c9n6cccc9ccc8ccc7)cc1.CCC.[Cl-],ALAM,red,,,1250.89,500,645,645,640,,,0.156,,,,917,,,RTP,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
154,Ir-bzqn-phen_2,154,CCC.c1(C2=CC=CC=C2)ccc(c3nc4ccccc4n5c3c6ccc(C7=CC=CC=C7)cc6[Ir]58n9c%10c%11n8cccc%11ccc%10ccc9)cc1.[Cl-],ALAM,red,,,1239.37,500,665,755,675,,,0.168,,,,1370,,,RTP,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
155,Ir-bzqn-phen_3,155,CCC.c1(C2=CC=CC=C2)ccc(c3nc4ccccc4n5c3c6ccc(C7=CC=CC=C7)cc6[Ir]58n9c%10c%11n8ccc(C%12=CC=CC=C%12)c%11ccc%10c(C%13=CC=CC=C%13)cc9)cc1.[Cl-],ALAM,red,,,1391.33,500,665,753,655,,,0.122,,,,1251,,,RTP,neutral aromatic,,,,,,,,,,,,,,,,,,,,,,,,
156,Bnpy-TPA,156,N#C/C(c1ccc(c2cc[n+](Cc3ccccc3)cc2)cc1)=C\c4ccc(N(c5ccccc5)c6ccccc6)cc4.[Br],ALAM,red,,,619.16,,,,,,,,,,,,,,AIE,ICT,,,,,,,,,,,,,,,,,,,,,,,,
157,phosphoniumpy-TPA,157,N#C/C(=C\c3ccc(N(c1ccccc1)c2ccccc2)cc3)c8ccc(c7cc[n+](CCC[P+](c4ccccc4)(c5ccccc5)c6ccccc6)cc7)cc8,ALAM,yellow,,,649.07,,,,,,,,,,,,,,AIE,ICT,,,,,,,,,,,,,,,,,,,,,,,,
